app_id,recommendationid,review,voted_up
,148390927,"⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣤⣤⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠻⣿⣿⣿⡄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⣯⣿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣿⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⣿⣇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢻⢺⡄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⡏⣧⣀⣀⣀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢶⣿⣋⣟⠭⣿⣿⠟⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⢻⣿⣭⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⡏⢮⣳⡄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢻⡿⣦⣿⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢿⠢⣽⣅⠀⠀⠀⠀⠀⠀⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠸⡆⢤⣿⡇⠀⠀⠀⠀⣸⡟⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢷⠸⣞⡇⠀⠀⠀⠀⡏⢧⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⡄⣿⣷⠀⠀⠀⠀⢻⡈⢣⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣇⢸⣿⡆⠀⠀⠀⠀⢳⣬⣧⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⡈⣿⣧⠀⠀⢠⡄⣸⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⡇⢹⣿⡀⠀⢸⢧⠟⢹⠇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣿⠸⣿⡇⣠⠋⢾⣾⢸⢀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⡖⠀⠸⣿⣶⣿⣷⡏⢰⡿⢿⠏⣸⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣿⡇⠀⣴⢋⣿⣿⣿⠇⡟⠁⣏⠀⣿⣧⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⡞⣏⢦⠇⢸⡿⢿⠋⢀⣤⣀⡘⢦⡟⢸⣆⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣿⠃⢀⣴⡆⠀⠀⠈⣹⣿⡷⠆⠀⣧⠈⢿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠⠜⢁⡴⠋⡀⠙⢄⠀⣰⣿⣟⠓⠀⠀⢉⣴⠋⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⣤⢰⡏⡠⠊⢀⡴⣇⠀⢀⡞⠉⠛⠀⡀⢀⣄⣩⠌⠙⢦⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⣸⣿⢣⠶⠖⠊⢀⣈⠉⣹⡷⢀⣴⡯⠔⣛⡵⠁⣠⡏⠸⣆⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⢹⡿⢿⠟⠀⣰⡞⠉⣿⡷⠇⠃⣠⢴⣶⣾⡋⢀⡴⣽⠁⠀⠘⣏⣀⢰⣆⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⣠⣶⣶⣅⣠⣶⠀⠒⠟⢁⡴⠋⠀⠀⠀⢹⣿⣿⡋⣧⢸⡇⡏⣀⣀⠀⠙⣿⣉⠙⢤⡄⠀⠀⠀
⠀⠀⣠⣴⣺⢿⣿⣿⡛⠛⠿⠿⣯⣷⡲⣶⣟⣻⡀⠀⣠⣿⣿⣖⣸⣨⣿⠿⠛⣻⣿⣶⣾⣾⠇⠀⠻⣄⠀⠀
⠀⣾⢟⠿⠿⢶⣮⡙⢏⢢⡀⢠⡌⣿⣿⡿⠟⡿⢳⣼⣿⣿⣿⣾⣿⣧⣤⣤⣤⣿⣿⣭⣿⠁⠀⠀⣀⣈⣧⠀
⢺⣥⢿⠾⠿⠿⠿⡿⠚⢋⣠⠯⣿⢉⢉⠻⠾⠛⢿⣿⠻⠿⢛⢋⣤⣯⣭⠽⠶⣾⣻⢿⣻⢿⠶⢛⣻⡿⢽⠄",True
,148385158,The best video game. Play it.,True
,147741332,"UNARGUABLY, ONE OF THE GAMES OF ALL TIME.",True
,148383962,"Between the PS3, Nintendo Switch & PC I've got almost 100 hours and for some reason I keep restarting when I get a bit over half way through the game like I just don't want to experience all the surprises yet and keep more of the mystery alive",True
,148379408,getting a seath tailcut is harder than bed of chaos you cant change my mind,True
,98491981,d,True
,42473631,Just play the original the remaster is barely any different and you can just use texture mods and get the same affect i cant believe they had the audacity to  call this remastered,True
,148373425,"Fuck this game, was stuck for 3 hours in the Tomb of the giants because I didn't have one item and had to do the biggest runback ever. Died so many times to those stupid bonewheel enemies trying to escape. The boss fights are fun but this area has made me give up. Gonna skip this and go back to Dark Souls 3 and Elden Ring.",False
,148369562,dark souls,True
,148365859,the best dating sim yet,True
,148365592,"I bought to this game because I love the other Dark Souls games and Elden Ring. This remaster is hands down the worst an most lazy remaster that I have ever payed. They changed nothing in terms of gameplay and very little in terms of graphics, pretty much just re-releasing a game that already didn't age well for a $40 price point.",False
,148365221,It's good,True
,148358136,"too many souls, not enough dark",True
,148357300,i like this game a lot,True
,148354082,gud,True
,101023273,I came,True
,148352748,good game,True
,148345714,gud gam,True
,148344448,jolly good show my lad!,True
,148343187,Masterpiece,True
,148340943,Praise the sun!!,True
,148336625,ain't sayin nun except tomb of the giants...,True
,148333125,"It's the Dark Souls that you fell in love with, except you don't have to mod it to not run like garbage. Finally getting to invade and dunk on kids in Sen's Fortress was some of the most fun I've ever had in a video game.",True
,148330046,"As a kid, I had a very dark soul, and the shadows of loneliness enveloped me. My solitary existence was my constant companion, leaving me feeling like an outsider in a world that I perceived as unrelentingly harsh. My solace came from Limp Bizkit's music, whose angsty tunes resonated deeply with my troubled soul. Fred Durst's raw and emotional lyrics were the soundtrack to my life, speaking to the darkness that consumed me.

But then, I discovered Dark Souls Remastered on Steam, a game that would alter the course of my journey. Just like Limp Bizkit's intense music, the game plunged me into a world of shadows, challenging me at every turn. It felt like I was confronting the abyss within me, just as Limp Bizkit's lyrics had done for years.

The brutal difficulty and relentless enemies in Dark Souls Remastered taught me lessons that Limp Bizkit's music couldn't. It was a reflection of my own life – failures, setbacks, and relentless struggles. And much like Limp Bizkit's music, the game showed me that even in the darkest moments, there are glimpses of light.

The game's intricate level design and hauntingly beautiful landscapes hinted at the hope that I'd never allowed myself to see before. It was as if Fred Durst's lyrics had come to life in the game, reminding me that even the darkest souls have pockets of brightness.

Just like Limp Bizkit's music served as my therapy, Dark Souls Remastered became my escape and a source of inspiration. It helped me confront the abyss within my soul and provided the strength to overcome it. I realized that, much like Limp Bizkit's music, there's redemption even in the darkest corners of life.

As I write this review, I can't help but draw parallels between my life, Limp Bizkit's music, and Dark Souls Remastered. They've all been essential in guiding me from darkness to light, proving that even the darkest souls can be remastered and can have spaces where it's bright and light sometimes.

TLDR: Limp Bizkit's music, like Dark Souls Remastered, shines a light on the darkest corners of the soul. Both have shown me that even the darkest souls can find redemption, just like Limp Bizkit's lyrics resonate in the darkest moments of life.",True
,148323928,Wait until this is on sale. Then its worth it,True
,148322659,"The big classic, some stuff is dated, like the 4-way rolling, but still holds up. Second half gets a lot slower, but the DLC areas and bosses are really good. 8/10",True
,148320931,I like to die in HD,True
,140946711,"I wasn't quite sure what to expect during my first playthrough of DS1 as I had only played Elden Ring. I have to say the game still holds up very well to my surprise and it is still great for first time enjoyers. The bosses are amazing and to my surprise I still remember the name of almost all of the bosses which I typically can't which just shows how memorable each boss is. The gameplay is still amazing which I honestly wasn't expecting considering it was the first in the series (I know demon souls came out before dark souls but I'm referring to the dark souls series) I can't wait to get all the achievements for DS1 and playthrough DSII and DSIII. If you haven't tried this game before or are on the fence about it I highly recommend you give it a try.


I dread my rematch with the four kings",True
,148313019,"Very hard
Doggie fast
Pain",True
,148312529,I had to kill him three times...,True
,148310587,Shi Fya!!,True
,148309969,masterpiece,True
,148306987,this game is beautiful.,True
,147639068,its alr,True
,148300414,"My first game in the series it's really challenging but I got good, you should give it a try.",True
,148299311,"Fun!!!!!!!!!!
Frustrating!!!!!!!!
Addictive!!!!!!!!!!!!!!!!!!",True
,131480868,recommended,True
,147713296, ,True
,146259481,All of the souls are white.,True
,148284221,d,True
,148271410,"Legendary game!!! There's so much to do and it's fun to play even a 100th time. Best start to this genre and personally, my most favorite Souls game ever made! Epic gameplay, music, NPCs, story, possibilities and everything else. Everyone who likes RPGs should play this immediately. One of the best games ever made!!!
PS: Don't forget to engage in a JOLLY COOPERATION!!!
Love you Solaire!!! <3, PRAISE THE SUN!!!",True
,148271251,"DIE die Death no clues, no help.  Oh, and controls are s l o w.  Don't expect to roll and hit.  You roll, stand up, get your bearings, get hit and then maybe he might wake up and swing the sword.",False
,148269926,This game gives you character development,True
,148269187,Amazing chest ahead,True
,148259584,Awesome!! The Father of the Soulslike.,True
,148256197,Simple game mechanics. Bosses are well balanced.,True
,148252764,Play any other souls(like) game.,False
,148248299,The agony I experience whilst playing this game is incomparable to anything on earth but I absolutely adore it.,True
,148242449,Game does NOT work with a controller. This is the only FromSoftware game on steam where I have encountered this issue.,False
,148241563,"I've discovered that i'm most likely a masochist, but this is overall a good game ;)",True
,148241548,"Started with Dark Souls III
then played>Sekiro>Elden Ring>Bloodborne
such an exceptional franchise
recommend to watch VaatiVidya for full experience
10/10",True
,148241537,"Dis isu a goof gaME. It distractrs m,e from mommy and daddy fight.",True
,148236251,ONE OF THE WORSE REMASTERS OF ALL TIME. ARE YOU SERIOUS? THIS IS HORRIBLE.,False
,148235872,<3,True
,148228373,"So the hours posted here are wrong. I've been playing this game way longer, but I originally was on Xbox. I actually have around 900 hours in this game, but regardless I'm not here to brag about playtime. I'm here to review one of my favorite games of all time, while also shitting on how this is a horrible remaster. This game, as a lot of people know, is absolutely amazing. From its interconnected world, to its methodical and intricate combat, this game is a joy. I don't want to go way too in depth over the game itself, as this is the REMASTERED version, not the original. All you really need to know is if you're considering Dark Souls, then buy it and give it a shot. Worst case scenario you can refund it if it's not for you! If this is up your alley, however, then prepare yourself for a magical experience until you kill O&S and it goes down to being just a pretty good experience (then it becomes a masterpiece then with Artorias of the Abyss). One other thing, though, this is a wiki game. Just like games like Terraria and Barotrauma, this game wants you to look at the wiki and learn about it, as it's super convoluted. Don't feel ashamed for checking out the wiki!
Anyways, onto the remastered part: it sucks. I wasn't lucky enough to get PtDE before it got delisted, but looking at comparisons they are next to the same thing given you install a performance mod for PtDE that is widely available and easy to use. If you own PtDE, this game is just as dead so don't bother getting it for the multiplayer. This was how I got started as a sunbro, but it's dead now just like the original. As with the Vampire Survivors review, I won't be putting a number score here because number scores are BS in my opinion, but my overall verdict is that it's still Dark Souls I, but if you already own another version of DS1 then don't bother.",True
,148224435,This game is dark souls if you don't play it then you aren't a gamer... that's all i need to say,True
,141541434,Dark Souls Remastered is absolutely amazing with interesting maps to explore and fun yet challenging bosses to fight...... except lost izalith and the bed of chaos,True
,148219788,"The remastered one is better than the original one I have both of em so I know the differences
You can trust me:)

The game itself is already a legend so no words about it but I think Dark Souls 3 is a little bit better in terms of story telling",True
,148208045,"10/10 game. I still didn't git gud, tho",True
,148215207,really fun but challenging if you like those games,True
,148214798,slay all demonz,True
,98375780,A little dated but still enjoyable,True
,148197428,"Hard at first. But with each boss you kill, each enemy you slaughter, and with each time you yourself are ended. you will begin to learn the tells of a swing and the spacing of your sword. you will scrape at bosses until you grovel out a victory, you will make death runs until you can do it with your eyes closed, you will kill the same enemies over and over again. But for what you ask? It certainly is not fun to die and run back just to do it again. Well my friend, its when you first learn to parry the black knights, when you finally kill that one boss, when you find the coolest looking Armour, when you forge a great weapon out of souls and sweat, when after you have fought tooth and nail you come out on top. This game is great because its hard and unforgiving, This game is great because even though it was hard and unforgiving you didn't give up. Its great because it challenges you and respects the efforts you put into it. --- In short, I recommend this game to any who have not dared to play something so challenging, because it will show you what you can do if you really try. ---",True
,148193138,yes,True
,148179823,"I played this game for the first time in college. I spent a month indoors. I wore the same underwear throughout the duration of my time in Dark Souls. 

20/10 greatest game ever made.",True
,148179771,"Dark Souls Remastered is an absolute MUST for anyone into a good challenge. The remaster does an incredible job of giving the game a facelift, and the core gameplay is challenging and rewarding. The Dark Souls experience is something no other game can really give you, and it sets the stage for the next two souls games, Sekiro, and Eldin Ring. 10/10, highly recommend.",True
,148178398,If only I could be so grossly incandescent!,True
,148176717,Fun,True
,148176279,The Real Dark Soul Starts Here,True
,140648548,zweihander,True
,115067697,Lovely game,True
,148171706,The first boss is harder than the last boss.,True
,148170700,Great,True
,148170632,Amazing game and run in almost any machine,True
,148169802,YES!,True
,148162599,epic (recommended to fans of deep lore),True
,148162459,"What if you built an entire game around the respawn? What if THE RESPAWN were a game mechanic? I don’t know if this game is for me. I’m trying, but I feel as if the game punishes me for exploration. Combat is so rigid and tanklike, but not impossible. Still, every enemy does enormous damage and takes so many hit points to defeat. Took me a few tries to beat the first boss, but I did it. Everything after that has been so awkward. I meet skeletons, but fighting them is not worth it. What I’m reading about the game says it’s damn near impossible to conquer it without taking tips from the community, which tells me to avoid combat as much as possible and collect items instead. But what are these items? Why am I collecting them?

Why are minor enemies such a MAJOR EVENT to fight? Challenge stems from the clunky combat controls instead of anything deliberate. When I die, often it’s because the game didn’t respond when I wanted to roll, or didn’t block when I pushed the button. So far I’m not enjoying this, all of these stats and items. Why can’t I assign a throwing item to a quick slot for easy use? I can’t explore without facing enemies I can’t defeat. I can’t fight. I can’t outrun most of the enemies. What am I doing?

The whole game seems to be built around the idea of respawning: the game will kill you over and over, but that’s ok because you can just go back and figure out how to proceed from there. [b]When I progress, I don’t feel as if I’m getting better at the game’s internal logic, rather that I’m bypassing the game.[/b] What is the point of combat if you’re not supposed to fight most of the enemies? So far, I am not a fan of Dark Souls.",False
,148161952,"Game good, good weapons, enchantments, a nice variety of things you can do. Although its old it's still has a unique charm.",True
,92628739,OG Firelink Shrine will forever be my home,True
,148149430,"Great game, difficult to a degree, classic",True
,148144636,"A true masterpiece!
The best game to play when you are trying to chill.",True
,148140295,lots of feet,True
,148138634,It's Dark Souls,True
,145265835,this game is fucking perfect.,True
,106659246,"am a cat person after this
",True
,148133302,Please do not use Alt+F4 to exit the game or you will lose the archived progress of your wonderful day.,True
,148123985,"Berry great game. Probably not the best out of the 3 Dark Souls games due to it kinda being outdated already, but still a great game nevertheless.",True
,42485591,"THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
THE BEST
",True
,111500055,"Every other boss feels cheap and unfair, the controls are clunky and the buffer system sucks, there is no clear guidance directing the player, many enemies undermine the combat of the game, blighttown exists, and bed of chaos is a dick. 

One of the greatest games ever made 10/10, git gud",True
,148112709,"⣿⣿⣻⣽⡿⣿⣎⠙⣿⣞⣷⡌⢻⣟⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣿⣿⣿⣿⣿⣿⡄⠹⣿⣿⡆⠻⣿⣟⣯⡿⣽⡿⣿⣿⣿⣿
⣿⣿⣿⣿⣻⣽⡿⣿⣎⠙⣿⣞⣷⡌⢻⣟⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣿⣿⣿⣿⣿⣿⡄⠹⣿⣿⡆⠻⣿⣟⣯⡿⣽⡿⣿⣿⣿
⣿⣿⣿⣿⣟⣷⣿⣿⣿⡀⠹⣟⣾⣟⣆⠹⣯⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢠⡘⣿⣿⡄⠉⢿⣿⣽⡷⣿⣻⣿⣿
⣿⣿⣿⣿⣯⢿⣾⢿⣿⡄⢄⠘⢿⣞⡿⣧⡈⢷⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸⣧⠘⣿⣷⠈⣦⠙⢿⣽⣷⣻⣽⣿
⣿⣿⣿⣿⣟⣯⣿⢿⣿⡆⢸⡷⡈⢻⡽⣷⡷⡄⠻⣽⣿⣿⡿⣿⣿⣿⣿⣿⣿⣷⣿⣿⣿⣿⣏⢰⣯⢷⠈⣿⡆⢹⢷⡌⠻⡾⢋⣱⣯
⣿⣿⣿⣿⡎⣿⢾⡿⣿⡆⢸⣽⢻⣄⠹⣷⣟⣿⣄⠹⣟⣿⣿⣟⣿⣿⣿⣿⣿⣿⣽⣿⣿⣿⡇⢸⣯⣟⣧⠘⣷⠈⡯⠛⢀⡐⢾⣟⣷
⣿⣿⣿⣿⣧⢸⡿⣟⣿⡇⢸⣯⣟⣮⢧⡈⢿⣞⡿⣦⠘⠏⣹⣿⣽⢿⣿⣿⣿⣿⣯⣿⣿⣿⡇⢸⣿⣿⣾⡆⠹⢀⣠⣾⣟⣷⡈⢿⣞
⣿⣿⣿⣿⣿⡈⣿⢿⣽⡇⠘⠛⠛⠛⠓⠓⠈⠛⠛⠟⠇⢀⢿⣻⣿⣯⢿⣿⣿⣿⣷⢿⣿⣿⠁⣾⣿⣿⣿⣧⡄⠇⣹⣿⣾⣯⣿⡄⠻
⣿⣿⣿⣿⣿⡇⢹⣿⡽⡇⢸⣿⣿⣿⣿⣿⣞⣆⠰⣶⣶⡄⢀⢻⡿⣯⣿⡽⣿⣿⣿⢯⣟⡿⢀⣿⣿⣿⣿⣿⣧⠐⣸⣿⣿⣷⣿⣿⣆
⣿⣿⣿⣿⣿⣿⠘⣯⡿⡇⢸⣿⣿⣿⣿⣿⣿⣿⣧⡈⢿⣳⠘⡄⠻⣿⢾⣽⣟⡿⣿⢯⣿⡇⢸⣿⣿⣿⣿⣿⣿⡀⢾⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⡇⢹⣿⠇⢸⣿⣿⣿⣿⣿⣿⣿⣿⣷⣄⠻⡇⢹⣆⠹⣟⣾⣽⣻⣟⣿⣽⠁⣾⣿⣿⣿⣿⣿⣿⣇⣿⣿⠿⠛⠛⠉⠙
⣿⣿⣿⣿⣿⣿⣿⡈⣿⡃⢼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⡙⠌⣿⣆⠘⣿⣞⡿⣞⡿⡞⢠⣿⣿⣿⣿⣿⡿⠛⠉⠁⢀⣀⣠⣤⣤⣶
⣿⣿⣿⣿⣿⣿⡿⠃⠘⠁⠉⠉⠉⠉⠉⠉⠉⠉⠉⠙⠛⠛⢿⣄⢻⣿⣧⠘⢯⣟⡿⣽⠁⣾⣿⣿⣿⣿⣿⡃⢀⢀⠘⠛⠿⢿⣻⣟⣯
⣿⣿⣿⣿⣿⣿⣶⣶⡆     ⣿⣾⣿⣾⣷⣿⣶⠿         ⣤⣿⣷⣿⣿⣷⡈⢿⣻⢃⣼⣿⣿⣿⣿⣻⣿⣿⣿⡶⣦⣤⣄⣀⡀⠉⠛
⣿⣿⣻⣿⣿⣿⣿⣿⡿     ⣿⣿⣿⣿⠿⠋⠁⢀⢀⣤⣾⣿⣿⣿⣿⣿⣿⣿⣿⣌⣥⣾⡿⣿⣿⣷⣿⣿⢿⣷⣿⣿⣟⣾⣽⣳⢯⣟⣶
⣿⣿⡷⣿⣿⣿⣿⣿⡗⣦   ⡿⠋⠁⢀⢀⣠⣴⢿⣿⣽⣻⢽⣾⣟⣷⣿⣟⣿⣿⣿⣳⠿⣵⣧⣼⣿⣿⣿⣿⣿⣾⣿⣿⣿⣿⣿⣽⣳
⣿⣿⣿⣷⣻⣿⣿⣿⡷⠛⣁⢀⣀⣤⣶⣿⣛⡿⣿⣮⣽⡻⣿⣮⣽⣻⢯⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣷⢿⣽⣿⣿⣷⣿⣷⣆⠹⣿⣶⣯⠿⣿⣶⣟⣻⢿⣷⣽⣻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣻⣿⣿⢾⡽⣿⣿⣿⣿⣿⣆⢹⣶⣿⣻⣷⣯⣟⣿⣿⣽⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⡻⣽⣿⣯⢿⣽⣻⣿⣿⣿⣿⣆⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠛⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣦⠛⣿⢯⣷⢿⡽⣿⣿⣿⣿⣆⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿          ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⠙⣿⣿⣌⠻⣽⢯⣿⣽⣻⣿⣿⣿⣧⠩⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿              ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣧⠘⣿⣿⡷⣌⠙⢷⣯⡷⣟⣿⣿⣿⣷⡀⡹⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷          ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⢻⣷⡈⢿⣿⣿⢧⢀⠙⢿⣻⡾⣽⣻⣿⣿⣄⠌⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠛⣰
⣿⣿⢀⠹⣟⣆⠻⣿⣿⣆⢀⣀⠉⠻⣿⡽⣯⣿⣿⣷⣈⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠋⢀⣠⠘
⣿⣿⣇⢱⡘⢿⣷⣬⣙⠿⣧⠘⣆⢀⠈⠻⣷⣟⣾⢿⣿⣆⠹⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠋⣠⡞⢡⣿⢀
⣿⣿⣿⡆⢣⡀⠙⢾⣟⣿⣿⣷⡈⠂⠘⣦⡈⠿⣯⣿⢾⣿⣆⠙⠻⠿⠿⠿⠿⡿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⢋⣠⣾⡟⢠⣿⣿⢀
⣿⣿⠻⣿⡄⢳⡄⢆⡙⠾⣽⣿⣿⣆⡀⢹⡷⣄⠙⢿⣿⡾⣿⣆⢀⡀⢀⢀⢀⢀⢀⢀⢀⢀⢀⢀⢀⢀⣀⣠⣴⡿⣯⠏⣠⣿⣿⡏⢸
⣿⣿⣦⡙⣿⣆⢻⡌⢿⣶⢤⣉⣙⣿⣷⡀⠙⠽⠷⠄⠹⣿⣟⣿⣆⢙⣋⣤⣤⣤⣄⣀⢀⢀⢀⢀⣾⣿⣟⡷⣯⡿⢃⣼⣿⣿⣿⠇⣼
⣿⣿⣿⣷⣮⣿⣿⣿⡌⠁⢤⣤⣤⣤⣬⣭⣴⣶⣶⣶⣆⠈⢻⣿⣿⣆⢻⣿⣿⣿⣿⣿⣿⣷⣶⣤⣌⣉⡘⠛⠻⠶⣿⣿⣿⣿⡟⣰⣫",True
,148111992,It's Dark Souls. Nuff Said,True
